iter	Passed	Remaining
1683	13693	43227
1684	13700	43213
1685	13705	43198
1686	13713	43188
1687	13719	43175
1688	13727	43164
1689	13733	43150
1690	13739	43136
1691	13746	43124
1692	13754	43117
1693	13761	43103
1694	13767	43090
1695	13776	43083
1696	13784	43074
1697	13790	43061
1698	13797	43049
1699	13808	43050
1700	13814	43036
1701	13821	43024
1702	13829	43014
1703	13836	43002
1704	13843	42993
1705	13850	42980
1706	13858	42970
1707	13867	42965
1708	13874	42955
1709	13881	42943
1710	13886	42926
1711	13893	42915
1712	13900	42901
1713	13907	42889
1714	13912	42872
1715	13916	42853
1716	13920	42832
1717	13932	42834
1718	13938	42822
1719	13948	42818
1720	13955	42806
1721	13963	42797
1722	13970	42786
1723	13977	42774
1724	13983	42760
1725	13991	42752
1726	13997	42737
1727	14003	42724
1728	14010	42712
1729	14016	42698
1730	14024	42688
1731	14030	42674
1732	14038	42666
1733	14045	42654
1734	14052	42644
1735	14059	42631
1736	14071	42635
1737	14078	42625
1738	14086	42615
1739	14092	42601
1740	14099	42591
1741	14106	42579
1742	14114	42569
1743	14122	42561
1744	14130	42554
1745	14138	42546
1746	14145	42532
1747	14152	42522
1748	14161	42516
1749	14169	42507
1750	14174	42490
1751	14180	42475
1752	14187	42465
1753	14192	42448
1754	14199	42436
1755	14210	42437
1756	14218	42428
1757	14224	42415
1758	14230	42400
1759	14237	42389
1760	14243	42375
1761	14251	42364
1762	14256	42348
1763	14262	42335
1764	14270	42325
1765	14277	42314
1766	14284	42304
1767	14291	42291
1768	14297	42278
1769	14305	42269
1770	14312	42258
1771	14318	42244
1772	14325	42232
1773	14331	42217
1774	14340	42214
1775	14349	42207
1776	14356	42195
1777	14363	42184
1778	14371	42176
1779	14377	42164
1780	14383	42150
1781	14388	42132
1782	14395	42119
1783	14401	42105
1784	14406	42089
1785	14413	42077
1786	14419	42064
1787	14425	42051
1788	14432	42039
1789	14437	42022
1790	14445	42012
1791	14449	41994
1792	14455	41979
1793	14462	41967
1794	14468	41953
1795	14473	41938
1796	14482	41931
1797	14488	41918
1798	14493	41902
1799	14499	41887
1800	14505	41874
1801	14511	41858
1802	14516	41843
1803	14522	41830
1804	14528	41813
1805	14533	41798
1806	14540	41787
1807	14545	41771
1808	14552	41758
1809	14558	41744
1810	14565	41732
1811	14571	41719
1812	14576	41704
1813	14583	41690
1814	14589	41677
1815	14595	41664
1816	14601	41649
1817	14607	41636
1818	14614	41626
1819	14620	41613
1820	14627	41600
1821	14636	41595
1822	14642	41582
1823	14648	41568
1824	14654	41555
1825	14660	41540
1826	14666	41526
1827	14672	41514
1828	14679	41501
1829	14686	41490
1830	14692	41476
1831	14697	41461
1832	14703	41447
1833	14709	41433
1834	14714	41417
1835	14720	41402
1836	14725	41387
1837	14732	41374
1838	14737	41360
1839	14743	41345
1840	14752	41341
1841	14758	41326
1842	14765	41315
1843	14771	41301
1844	14777	41289
1845	14783	41276
1846	14790	41264
1847	14797	41252
1848	14802	41237
1849	14809	41225
1850	14815	41211
1851	14820	41196
1852	14827	41184
1853	14832	41170
1854	14838	41156
1855	14845	41143
1856	14851	41131
1857	14857	41117
1858	14863	41104
1859	14868	41089
1860	14874	41074
1861	14881	41062
1862	14890	41057
1863	14896	41044
1864	14901	41029
1865	14907	41015
1866	14914	41004
1867	14920	40990
1868	14926	40979
1869	14932	40964
1870	14938	40949
1871	14943	40936
1872	14950	40925
1873	14956	40912
1874	14962	40898
1875	14968	40884
1876	14974	40871
1877	14981	40859
1878	14986	40844
1879	14993	40833
1880	14998	40818
1881	15004	40804
1882	15010	40791
1883	15016	40776
1884	15022	40764
1885	15030	40756
1886	15035	40740
1887	15041	40727
1888	15047	40714
1889	15054	40702
1890	15059	40688
1891	15065	40673
1892	15073	40666
1893	15078	40650
1894	15084	40636
1895	15091	40625
1896	15097	40613
1897	15105	40604
1898	15111	40592
1899	15117	40579
1900	15124	40567
1901	15130	40554
1902	15136	40541
1903	15141	40526
1904	15147	40511
1905	15153	40500
1906	15161	40492
1907	15168	40481
1908	15173	40466
1909	15179	40452
1910	15184	40437
1911	15189	40421
1912	15195	40406
1913	15201	40394
1914	15207	40381
1915	15213	40368
1916	15220	40356
1917	15226	40345
1918	15233	40334
1919	15239	40321
1920	15245	40307
1921	15251	40295
1922	15257	40282
1923	15264	40270
1924	15270	40258
1925	15276	40246
1926	15283	40235
1927	15292	40228
1928	15298	40217
1929	15304	40203
1930	15310	40190
1931	15316	40178
1932	15322	40165
1933	15328	40152
1934	15334	40138
1935	15339	40123
1936	15345	40109
1937	15350	40096
1938	15356	40083
1939	15362	40070
1940	15368	40056
1941	15374	40043
1942	15381	40033
1943	15387	40019
1944	15393	40005
1945	15398	39992
1946	15405	39980
1947	15412	39970
1948	15419	39960
1949	15425	39948
1950	15432	39938
1951	15437	39921
1952	15445	39915
1953	15451	39901
1954	15458	39890
1955	15464	39878
1956	15470	39865
1957	15476	39852
1958	15482	39841
1959	15489	39831
1960	15496	39818
1961	15501	39805
1962	15508	39794
1963	15514	39780
1964	15522	39773
1965	15527	39759
1966	15533	39746
1967	15542	39741
1968	15550	39732
1969	15563	39738
1970	15573	39736
1971	15581	39729
1972	15591	39726
1973	15604	39731
1974	15612	39723
1975	15621	39717
1976	15629	39709
1977	15638	39703
1978	15647	39699
1979	15655	39692
1980	15664	39685
1981	15675	39687
1982	15685	39683
1983	15698	39689
1984	15708	39687
1985	15719	39685
1986	15726	39677
1987	15735	39670
1988	15741	39659
1989	15750	39654
1990	15757	39643
1991	15764	39633
1992	15774	39629
1993	15781	39620
1994	15788	39609
1995	15797	39603
1996	15802	39589
1997	15808	39577
1998	15815	39565
1999	15822	39555
2000	15835	39561
2001	15844	39556
2002	15850	39544
2003	15859	39537
2004	15870	39537
2005	15886	39549
2006	15893	39539
2007	15900	39528
2008	15906	39517
2009	15914	39508
2010	15922	39502
2011	15932	39497
2012	15939	39488
2013	15954	39496
2014	15968	39506
2015	15994	39541
2016	16001	39530
2017	16010	39527
2018	16029	39546
2019	16047	39561
2020	16065	39580
2021	16085	39600
2022	16115	39646
2023	16128	39651
2024	16134	39639
2025	16139	39623
2026	16143	39606
2027	16147	39589
2028	16154	39577
2029	16158	39561
2030	16164	39547
2031	16171	39536
2032	16175	39520
2033	16181	39507
2034	16188	39496
2035	16196	39488
2036	16202	39475
2037	16209	39466
2038	16217	39458
2039	16224	39447
2040	16230	39434
2041	16237	39424
2042	16243	39413
2043	16250	39401
2044	16256	39388
2045	16260	39371
2046	16264	39353
2047	16269	39340
2048	16275	39326
2049	16281	39313
2050	16288	39304
2051	16300	39306
2052	16306	39291
2053	16311	39277
2054	16319	39270
2055	16324	39255
2056	16329	39240
2057	16336	39229
2058	16342	39216
2059	16348	39204
2060	16355	39193
2061	16362	39183
2062	16369	39174
2063	16376	39164
2064	16385	39157
2065	16391	39145
2066	16400	39140
2067	16406	39127
2068	16413	39116
2069	16421	39110
2070	16429	39101
2071	16434	39087
2072	16444	39084
2073	16451	39074
2074	16457	39061
2075	16466	39056
2076	16473	39045
2077	16482	39041
2078	16489	39030
2079	16498	39024
2080	16511	39028
2081	16520	39022
2082	16528	39017
2083	16536	39007
2084	16547	39008
2085	16556	39001
2086	16566	38999
2087	16580	39006
2088	16591	39005
2089	16602	39004
2090	16610	38997
2091	16626	39007
2092	16637	39005
2093	16648	39006
2094	16684	39063
2095	16731	39147
2096	16744	39149
2097	16751	39141
2098	16759	39131
2099	16765	39119
2100	16804	39183
2101	16836	39230
2102	16869	39282
2103	16896	39318
2104	16904	39310
2105	16909	39295
2106	16914	39279
2107	16920	39267
2108	16928	39260
2109	16947	39275
2110	16983	39334
2111	17019	39389
2112	17049	39433
2113	17054	39417
2114	17060	39404
2115	17066	39390
2116	17071	39376
2117	17077	39364
2118	17082	39348
2119	17087	39332
2120	17092	39318
2121	17098	39306
2122	17106	39297
2123	17150	39372
2124	17194	39447
2125	17200	39433
2126	17207	39422
2127	17211	39404
2128	17215	39388
2129	17223	39379
2130	17258	39432
2131	17310	39526
2132	17320	39520
2133	17326	39508
2134	17335	39501
2135	17342	39491
2136	17361	39507
2137	17431	39641
2138	17443	39641
2139	17450	39630
2140	17458	39622
2141	17509	39711
2142	17529	39729
2143	17542	39731
2144	17554	39732
2145	17563	39726
2146	17574	39724
2147	17584	39719
2148	17592	39711
2149	17602	39708
2150	17611	39700
2151	17620	39695
2152	17629	39688
2153	17642	39690
2154	17651	39685
2155	17661	39681
2156	17675	39685
2157	17685	39682
2158	17696	39679
2159	17706	39674
2160	17717	39673
2161	17725	39664
2162	17734	39659
2163	17743	39651
2164	17756	39655
2165	17770	39660
2166	17785	39666
2167	17797	39667
2168	17807	39663
2169	17841	39712
2170	17853	39712
2171	17862	39704
2172	17898	39759
2173	17947	39840
2174	17983	39893
2175	18034	39980
2176	18090	40077
2177	18097	40067
2178	18110	40069
2179	18152	40135
2180	18212	40240
2181	18344	40504
2182	18383	40564
2183	18466	40720
2184	18497	40761
2185	18609	40982
2186	18621	40981
2187	18628	40969
2188	18634	40955
2189	18639	40939
2190	18645	40925
2191	18651	40910
2192	18661	40906
2193	18714	40993
2194	18733	41007
2195	18746	41010
2196	18799	41099
2197	18832	41143
2198	18840	41134
2199	18848	41123
2200	18854	41110
2201	18864	41103
2202	18919	41197
2203	18989	41322
2204	18994	41306
2205	19000	41290
2206	19005	41274
2207	19010	41259
2208	19045	41307
2209	19112	41424
2210	19134	41444
2211	19143	41436
2212	19154	41434
2213	19177	41455
2214	19202	41483
2215	19221	41496
2216	19244	41518
2217	19263	41532
2218	19282	41545
2219	19301	41558
2220	19309	41548
2221	19316	41535
2222	19325	41527
2223	19331	41515
2224	19340	41506
2225	19347	41493
2226	19354	41480
2227	19358	41463
2228	19362	41444
2229	19372	41437
2230	19410	41493
2231	19437	41522
2232	19451	41524
2233	19456	41508
2234	19463	41495
2235	19471	41485
2236	19477	41470
2237	19482	41455
2238	19504	41473
2239	19527	41496
2240	19546	41509
2241	19564	41519
2242	19585	41536
2243	19596	41532
2244	19611	41538
2245	19619	41528
2246	19628	41519
2247	19638	41513
2248	19645	41501
2249	19654	41492
2250	19661	41480
2251	19669	41469
2252	19676	41458
2253	19682	41443
2254	19698	41448
2255	19708	41443
2256	19728	41458
2257	19735	41445
2258	19743	41435
2259	19751	41425
2260	19760	41417
2261	19767	41405
2262	19780	41405
2263	19793	41405
2264	19801	41394
2265	19808	41383
2266	19818	41377
2267	19825	41364
2268	19834	41355
2269	19840	41342
2270	19847	41330
2271	19855	41318
2272	19861	41304
2273	19867	41289
2274	19873	41274
2275	19884	41271
2276	19892	41261
2277	19898	41247
2278	19905	41234
2279	19911	41219
2280	19918	41208
2281	19924	41193
2282	19930	41178
2283	19936	41163
2284	19940	41146
2285	19944	41127
2286	19951	41114
2287	19958	41104
2288	19965	41090
2289	19972	41079
2290	19978	41065
2291	19984	41050
2292	19989	41034
2293	19995	41019
2294	20004	41010
2295	20010	40997
2296	20022	40994
2297	20027	40979
2298	20034	40966
2299	20039	40949
2300	20044	40934
2301	20050	40920
2302	20056	40904
2303	20064	40894
2304	20069	40879
2305	20076	40866
2306	20082	40852
2307	20089	40840
2308	20094	40823
2309	20101	40812
2310	20109	40801
2311	20116	40790
2312	20122	40776
2313	20130	40766
2314	20137	40753
2315	20145	40742
2316	20153	40732
2317	20160	40720
2318	20166	40706
2319	20171	40691
2320	20179	40679
2321	20183	40661
2322	20187	40643
2323	20193	40630
2324	20200	40618
2325	20206	40603
2326	20212	40590
2327	20218	40575
2328	20224	40561
2329	20228	40543
2330	20233	40527
2331	20238	40511
2332	20243	40496
2333	20249	40482
2334	20257	40471
2335	20263	40458
2336	20271	40446
2337	20280	40438
2338	20288	40429
2339	20296	40419
2340	20330	40461
2341	20351	40476
2342	20368	40484
2343	20412	40545
2344	20429	40553
2345	20470	40608
2346	20517	40676
2347	20541	40698
2348	20566	40722
2349	20636	40834
2350	20666	40867
2351	20931	41365
2352	20969	41412
2353	20982	41411
2354	20995	41411
2355	21010	41414
2356	21025	41418
2357	21037	41414
2358	21051	41416
2359	21070	41426
2360	21078	41415
2361	21086	41405
2362	21094	41393
2363	21103	41385
2364	21110	41372
2365	21118	41362
2366	21130	41359
2367	21141	41353
2368	21149	41343
2369	21163	41343
2370	21171	41334
2371	21178	41320
2372	21183	41305
2373	21190	41291
2374	21196	41278
2375	21203	41265
2376	21208	41248
2377	21223	41251
2378	21231	41240
2379	21238	41227
2380	21246	41216
2381	21252	41202
2382	21260	41192
2383	21268	41181
2384	21274	41166
2385	21280	41151
2386	21287	41139
2387	21293	41124
2388	21300	41111
2389	21309	41102
2390	21315	41088
2391	21323	41078
2392	21328	41062
2393	21335	41049
2394	21342	41035
2395	21349	41023
2396	21354	41008
2397	21360	40992
2398	21368	40982
2399	21380	40979
2400	21386	40965
2401	21392	40950
2402	21399	40938
2403	21406	40924
2404	21412	40911
2405	21418	40896
2406	21424	40881
2407	21431	40868
2408	21437	40854
2409	21446	40845
2410	21452	40831
2411	21458	40817
2412	21465	40805
2413	21474	40795
2414	21481	40783
2415	21489	40772
2416	21496	40761
2417	21503	40747
2418	21509	40734
2419	21516	40721
2420	21527	40715
2421	21532	40700
2422	21539	40687
2423	21546	40675
2424	21552	40661
2425	21559	40648
2426	21566	40636
2427	21573	40623
2428	21581	40613
2429	21589	40601
2430	21596	40589
2431	21602	40575
2432	21610	40565
2433	21616	40550
2434	21624	40539
2435	21631	40528
2436	21637	40514
2437	21646	40505
2438	21653	40492
2439	21664	40488
2440	21670	40473
2441	21677	40461
2442	21684	40448
2443	21692	40437
2444	21698	40424
2445	21705	40412
2446	21711	40398
2447	21718	40385
2448	21724	40371
2449	21731	40358
2450	21740	40350
2451	21748	40338
2452	21758	40332
2453	21769	40327
2454	21783	40327
2455	21799	40333
2456	21811	40328
2457	21819	40319
2458	21826	40307
2459	21833	40294
2460	21842	40284
2461	21848	40270
2462	21857	40263
2463	21864	40251
2464	21877	40248
2465	21884	40237
2466	21893	40227
2467	21901	40218
2468	21909	40207
2469	21919	40201
2470	21927	40189
2471	21961	40227
2472	21979	40234
2473	21992	40232
2474	21999	40221
2475	22005	40207
2476	22012	40195
2477	22020	40184
2478	22025	40169
2479	22029	40151
2480	22035	40135
2481	22040	40120
2482	22045	40103
2483	22051	40090
2484	22057	40075
2485	22063	40061
2486	22068	40045
2487	22073	40030
2488	22079	40016
2489	22086	40003
2490	22092	39989
2491	22099	39976
2492	22104	39962
2493	22110	39947
2494	22122	39944
2495	22128	39930
2496	22135	39917
2497	22141	39903
2498	22148	39891
2499	22154	39877
2500	22160	39864
2501	22165	39848
2502	22171	39835
2503	22178	39822
2504	22185	39809
2505	22191	39795
2506	22196	39780
2507	22202	39765
2508	22208	39752
2509	22214	39738
2510	22221	39725
2511	22227	39712
2512	22232	39697
2513	22238	39682
2514	22245	39669
2515	22253	39660
2516	22260	39647
2517	22265	39632
2518	22271	39617
2519	22277	39605
2520	22283	39590
2521	22288	39575
2522	22295	39562
2523	22301	39549
2524	22307	39535
2525	22315	39525
2526	22321	39510
2527	22327	39497
2528	22333	39483
2529	22340	39470
2530	22344	39454
2531	22350	39439
2532	22355	39423
2533	22360	39408
2534	22365	39394
2535	22371	39380
2536	22377	39366
2537	22383	39352
2538	22391	39340
2539	22400	39332
2540	22407	39320
2541	22412	39306
2542	22418	39291
2543	22424	39277
2544	22429	39263
2545	22436	39250
2546	22440	39234
2547	22447	39220
2548	22453	39208
2549	22459	39194
2550	22465	39181
2551	22472	39169
2552	22480	39157
2553	22486	39144
2554	22492	39131
2555	22498	39117
2556	22505	39104
2557	22510	39090
2558	22516	39075
2559	22521	39060
2560	22526	39045
2561	22532	39032
2562	22541	39022
2563	22546	39007
2564	22553	38995
2565	22558	38980
2566	22563	38965
2567	22568	38950
2568	22572	38933
2569	22576	38916
2570	22581	38901
2571	22588	38888
2572	22593	38873
2573	22599	38860
2574	22605	38846
2575	22611	38833
2576	22617	38818
2577	22623	38805
2578	22629	38791
2579	22635	38778
2580	22640	38763
2581	22646	38749
2582	22652	38736
2583	22658	38722
2584	22664	38710
2585	22670	38696
2586	22678	38685
2587	22683	38671
2588	22690	38658
2589	22696	38645
2590	22702	38632
2591	22708	38617
2592	22713	38604
2593	22720	38591
2594	22726	38578
2595	22731	38563
2596	22737	38549
2597	22741	38533
2598	22747	38520
2599	22753	38505
2600	22759	38492
2601	22765	38479
2602	22771	38466
2603	22777	38452
2604	22784	38439
2605	22790	38426
2606	22796	38413
2607	22801	38399
2608	22807	38386
2609	22816	38377
2610	22824	38366
2611	22830	38353
2612	22836	38340
2613	22841	38325
2614	22846	38310
2615	22851	38296
2616	22858	38284
2617	22864	38269
2618	22869	38256
2619	22875	38242
2620	22881	38228
2621	22887	38215
2622	22893	38201
2623	22899	38189
2624	22906	38177
2625	22911	38163
2626	22917	38150
2627	22924	38137
2628	22929	38123
2629	22936	38110
2630	22941	38097
2631	22949	38086
2632	22962	38085
2633	22968	38071
2634	22975	38059
2635	22981	38046
2636	22988	38034
2637	22994	38022
2638	23000	38009
2639	23006	37996
2640	23012	37983
2641	23019	37971
2642	23026	37958
2643	23031	37945
2644	23037	37932
2645	23043	37918
2646	23049	37905
2647	23055	37891
2648	23060	37877
2649	23067	37865
2650	23074	37853
2651	23078	37837
2652	23084	37824
2653	23089	37809
2654	23094	37794
2655	23101	37783
2656	23107	37769
2657	23111	37754
2658	23119	37743
2659	23125	37731
2660	23131	37718
2661	23138	37706
2662	23144	37693
2663	23150	37679
2664	23155	37665
2665	23161	37652
2666	23166	37638
2667	23171	37622
2668	23176	37608
2669	23182	37595
2670	23187	37581
2671	23194	37569
2672	23200	37556
2673	23223	37570
2674	23231	37561
2675	23237	37548
2676	23242	37532
2677	23247	37518
2678	23252	37503
2679	23257	37489
2680	23266	37481
2681	23323	37551
2682	23330	37538
2683	23338	37528
2684	23347	37520
2685	23354	37510
2686	23362	37500
2687	23370	37489
2688	23380	37483
2689	23390	37476
2690	23398	37467
2691	23411	37465
2692	23417	37451
2693	23424	37440
2694	23432	37430
2695	23438	37418
2696	23444	37405
2697	23450	37391
2698	23457	37380
2699	23463	37368
2700	23470	37356
2701	23477	37345
2702	23483	37332
2703	23490	37319
2704	23497	37309
2705	23504	37297
2706	23510	37285
2707	23515	37271
2708	23521	37257
2709	23529	37248
2710	23536	37236
2711	23545	37228
2712	23553	37217
2713	23559	37205
2714	23565	37193
2715	23571	37179
2716	23577	37167
2717	23585	37156
2718	23591	37144
2719	23598	37132
2720	23605	37121
2721	23611	37108
2722	23620	37100
2723	23626	37088
2724	23634	37078
2725	23642	37068
2726	23648	37056
2727	23655	37043
2728	23660	37030
2729	23667	37017
2730	23672	37004
2731	23703	37029
2732	23709	37017
2733	23715	37004
2734	23721	36991
2735	23727	36978
2736	23731	36962
2737	23736	36948
2738	23740	36932
2739	23745	36918
2740	23750	36904
2741	23755	36889
2742	23767	36886
2743	23787	36895
2744	23793	36882
2745	23801	36872
2746	23809	36862
2747	23816	36851
2748	23825	36843
2749	23836	36837
2750	23847	36833
2751	23856	36824
2752	23866	36817
2753	23875	36809
2754	23883	36801
2755	23893	36793
2756	23900	36783
2757	23909	36773
2758	23917	36764
2759	23926	36756
2760	23936	36749
2761	23943	36738
2762	23951	36728
2763	23958	36717
2764	23964	36705
2765	23971	36693
2766	23978	36682
2767	23985	36671
2768	23992	36660
2769	23999	36648
2770	24005	36636
2771	24012	36624
2772	24018	36612
2773	24024	36600
2774	24031	36588
2775	24037	36575
2776	24043	36562
2777	24049	36550
2778	24056	36538
2779	24062	36526
2780	24069	36514
2781	24075	36502
2782	24081	36490
2783	24088	36478
2784	24094	36466
2785	24100	36453
2786	24106	36440
2787	24112	36428
2788	24120	36418
2789	24127	36407
2790	24134	36395
2791	24140	36383
2792	24146	36371
2793	24153	36359
2794	24159	36346
2795	24165	36334
2796	24171	36321
2797	24176	36308
2798	24183	36296
2799	24189	36284
2800	24195	36272
2801	24200	36258
2802	24207	36246
2803	24213	36234
2804	24220	36222
2805	24227	36211
2806	24234	36200
2807	24241	36189
2808	24247	36177
2809	24255	36167
2810	24263	36157
2811	24268	36144
2812	24274	36131
2813	24279	36117
2814	24285	36104
2815	24290	36091
2816	24296	36078
2817	24302	36065
2818	24308	36052
2819	24313	36039
2820	24319	36027
2821	24326	36015
2822	24332	36002
2823	24338	35990
2824	24344	35978
2825	24350	35965
2826	24356	35953
2827	24363	35942
2828	24369	35930
2829	24378	35920
2830	24384	35909
2831	24390	35896
2832	24396	35884
2833	24401	35870
2834	24407	35858
2835	24413	35845
2836	24420	35833
2837	24426	35822
2838	24440	35820
2839	24467	35839
2840	24481	35839
2841	24499	35843
2842	24521	35855
2843	24542	35863
2844	24559	35867
2845	24568	35860
2846	24575	35848
2847	24581	35836
2848	24597	35838
2849	24607	35831
2850	24612	35818
2851	24617	35804
2852	24623	35791
2853	24628	35777
2854	24633	35763
2855	24639	35750
2856	24644	35737
2857	24650	35725
2858	24655	35711
2859	24662	35699
2860	24668	35687
2861	24674	35675
2862	24682	35665
2863	24687	35652
2864	24693	35639
2865	24699	35627
2866	24705	35615
2867	24711	35602
2868	24717	35590
2869	24724	35578
2870	24730	35566
2871	24736	35555
2872	24743	35544
2873	24751	35533
2874	24756	35520
2875	24762	35507
2876	24768	35495
2877	24774	35482
2878	24780	35470
2879	24786	35458
2880	24791	35444
2881	24797	35431
2882	24802	35419
2883	24808	35405
2884	24815	35395
2885	24821	35383
2886	24827	35370
2887	24833	35358
2888	24839	35346
2889	24846	35335
2890	24852	35323
2891	24858	35310
2892	24863	35297
2893	24869	35284
2894	24875	35272
2895	24880	35259
2896	24885	35245
2897	24893	35235
2898	24897	35221
2899	24907	35213
2900	24912	35199
2901	24917	35186
2902	24921	35171
2903	24930	35163
2904	24936	35151
2905	24942	35139
2906	24949	35128
2907	24963	35127
2908	24973	35121
2909	24982	35113
2910	24989	35101
2911	24995	35090
2912	25001	35078
2913	25008	35066
2914	25016	35057
2915	25023	35046
2916	25029	35035
2917	25035	35022
2918	25041	35009
2919	25046	34997
2920	25054	34987
2921	25064	34981
2922	25071	34970
2923	25078	34959
2924	25084	34946
2925	25091	34935
2926	25096	34923
2927	25103	34911
2928	25109	34899
2929	25116	34888
2930	25121	34875
2931	25127	34863
2932	25133	34850
2933	25139	34838
2934	25144	34824
2935	25151	34814
2936	25156	34801
2937	25163	34789
2938	25169	34777
2939	25174	34764
2940	25179	34751
2941	25185	34738
2942	25191	34727
2943	25197	34714
2944	25202	34702
2945	25208	34689
2946	25213	34676
2947	25219	34663
2948	25224	34650
2949	25233	34642
2950	25239	34630
2951	25244	34617
2952	25250	34604
2953	25255	34591
2954	25260	34578
2955	25266	34566
2956	25273	34555
2957	25279	34542
2958	25285	34531
2959	25290	34518
2960	25297	34506
2961	25302	34494
2962	25308	34481
2963	25314	34470
2964	25320	34458
2965	25325	34445
2966	25331	34433
2967	25337	34421
2968	25343	34408
2969	25350	34397
2970	25355	34385
2971	25362	34374
2972	25369	34363
2973	25375	34351
2974	25381	34339
2975	25386	34326
2976	25392	34314
2977	25398	34302
2978	25404	34290
2979	25410	34278
2980	25416	34266
2981	25421	34253
2982	25427	34241
2983	25433	34229
2984	25439	34217
2985	25445	34206
2986	25451	34193
2987	25461	34187
2988	25468	34177
2989	25475	34165
2990	25481	34154
2991	25489	34144
2992	25496	34134
2993	25508	34130
2994	25516	34121
2995	25523	34111
2996	25530	34100
2997	25537	34090
2998	25544	34078
2999	25550	34067
3000	25557	34056
3001	25564	34045
3002	25571	34036
3003	25579	34027
3004	25587	34017
3005	25594	34006
3006	25598	33992
3007	25604	33980
3008	25610	33968
3009	25615	33955
3010	25621	33943
3011	25627	33931
3012	25633	33920
3013	25643	33913
3014	25649	33901
3015	25657	33892
3016	25665	33883
3017	25671	33872
3018	25683	33866
3019	25691	33858
3020	25701	33852
3021	25709	33842
3022	25717	33834
3023	25725	33824
3024	25733	33815
3025	25743	33808
3026	25756	33805
3027	25763	33795
3028	25768	33781
3029	25772	33768
3030	25777	33754
3031	25781	33740
3032	25787	33728
3033	25794	33718
3034	25801	33707
3035	25807	33695
3036	25815	33686
3037	25821	33675
3038	25828	33664
3039	25835	33654
3040	25842	33643
3041	25850	33634
3042	25856	33623
3043	25864	33614
3044	25868	33599
3045	25873	33586
3046	25880	33575
3047	25886	33564
3048	25897	33559
3049	25904	33547
3050	25911	33538
3051	25917	33526
3052	25924	33515
3053	25931	33505
3054	25937	33494
3055	25945	33484
3056	25951	33472
3057	25958	33463
3058	25968	33455
3059	25980	33452
3060	25986	33440
3061	25994	33430
3062	26002	33422
3063	26009	33411
3064	26017	33402
3065	26023	33391
3066	26035	33386
3067	26042	33376
3068	26048	33364
3069	26056	33355
3070	26063	33345
3071	26069	33333
3072	26080	33328
3073	26086	33316
3074	26094	33307
3075	26100	33296
3076	26107	33285
3077	26113	33274
3078	26120	33263
3079	26126	33252
3080	26132	33240
3081	26140	33230
3082	26146	33218
3083	26153	33209
3084	26162	33200
3085	26176	33199
3086	26186	33193
3087	26192	33181
3088	26198	33170
3089	26204	33158
3090	26210	33147
3091	26217	33136
3092	26224	33125
3093	26232	33116
3094	26238	33105
3095	26245	33094
3096	26252	33084
3097	26259	33074
3098	26266	33064
3099	26274	33055
3100	26280	33043
3101	26286	33032
3102	26292	33020
3103	26300	33011
3104	26307	33000
3105	26314	32990
3106	26325	32985
3107	26332	32975
3108	26340	32965
3109	26347	32955
3110	26354	32944
3111	26360	32933
3112	26367	32923
3113	26373	32911
3114	26380	32902
3115	26388	32892
3116	26396	32883
3117	26402	32872
3118	26409	32862
3119	26417	32852
3120	26423	32841
3121	26430	32831
3122	26437	32819
3123	26445	32810
3124	26451	32799
3125	26464	32796
3126	26470	32785
3127	26477	32775
3128	26486	32767
3129	26492	32756
3130	26502	32749
3131	26508	32738
3132	26516	32728
3133	26522	32717
3134	26529	32706
3135	26535	32695
3136	26542	32685
3137	26549	32674
3138	26555	32663
3139	26561	32652
3140	26566	32639
3141	26575	32631
3142	26582	32621
3143	26591	32613
3144	26604	32610
3145	26610	32599
3146	26614	32585
3147	26620	32573
3148	26626	32562
3149	26632	32550
3150	26639	32541
3151	26646	32529
3152	26654	32521
3153	26663	32513
3154	26669	32502
3155	26676	32492
3156	26682	32480
3157	26689	32470
3158	26696	32459
3159	26701	32447
3160	26706	32434
3161	26711	32421
3162	26716	32409
3163	26722	32398
3164	26728	32387
3165	26734	32375
3166	26740	32363
3167	26749	32355
3168	26754	32343
3169	26760	32332
3170	26766	32320
3171	26772	32308
3172	26778	32297
3173	26784	32287
3174	26790	32275
3175	26796	32263
3176	26802	32252
3177	26808	32241
3178	26814	32229
3179	26820	32218
3180	26825	32206
3181	26832	32195
3182	26838	32184
3183	26844	32172
3184	26850	32161
3185	26857	32151
3186	26865	32142
3187	26870	32130
3188	26876	32118
3189	26884	32109
3190	26889	32097
3191	26894	32085
3192	26901	32074
3193	26907	32063
3194	26914	32053
3195	26920	32041
3196	26925	32029
3197	26931	32018
3198	26937	32006
3199	26943	31995
3200	26948	31983
3201	26955	31972
3202	26961	31961
3203	26966	31949
3204	26972	31937
3205	26979	31927
3206	26986	31917
3207	26992	31906
3208	26999	31896
3209	27008	31888
3210	27014	31876
3211	27019	31864
3212	27026	31854
3213	27032	31843
3214	27038	31831
3215	27043	31819
3216	27049	31808
3217	27056	31798
3218	27063	31788
3219	27069	31777
3220	27076	31766
3221	27082	31755
3222	27089	31745
3223	27096	31736
3224	27103	31725
3225	27109	31715
3226	27115	31703
3227	27123	31694
3228	27129	31683
3229	27135	31671
3230	27145	31666
3231	27159	31663
3232	27165	31653
3233	27172	31642
3234	27178	31631
3235	27186	31622
3236	27193	31612
