iter	Passed	Remaining
158	858	36943
159	868	37113
160	875	37183
161	883	37283
162	890	37371
163	897	37429
164	905	37508
165	914	37653
166	921	37707
167	930	37829
168	937	37912
169	944	37957
170	951	37994
171	958	38060
172	965	38113
173	972	38148
174	978	38172
175	985	38212
176	992	38260
177	999	38292
178	1004	38291
179	1011	38323
180	1018	38361
181	1023	38354
182	1029	38348
183	1035	38353
184	1041	38365
185	1046	38347
186	1051	38313
187	1056	38273
188	1061	38264
189	1066	38241
190	1072	38236
191	1077	38218
192	1083	38208
193	1089	38217
194	1093	38174
195	1099	38158
196	1104	38133
197	1108	38095
198	1114	38076
199	1119	38057
200	1125	38069
201	1131	38062
202	1136	38065
203	1141	38044
204	1145	37983
205	1150	37960
206	1156	37952
207	1160	37896
208	1164	37844
209	1169	37806
210	1173	37763
211	1177	37708
212	1181	37660
213	1187	37646
214	1191	37602
215	1195	37548
216	1200	37521
217	1204	37469
218	1207	37393
219	1210	37317
220	1214	37268
221	1218	37212
222	1222	37146
223	1225	37076
224	1228	37000
225	1232	36939
226	1235	36869
227	1239	36815
228	1243	36757
229	1247	36721
230	1251	36658
231	1254	36595
232	1257	36521
233	1260	36455
234	1264	36402
235	1268	36349
236	1277	36451
237	1282	36442
238	1287	36426
239	1292	36415
240	1298	36417
241	1304	36441
242	1311	36460
243	1316	36451
244	1321	36441
245	1327	36445
246	1330	36388
247	1334	36332
248	1338	36279
249	1341	36225
250	1346	36201
251	1351	36183
252	1355	36140
253	1359	36106
254	1362	36050
255	1366	35996
256	1369	35932
257	1373	35888
258	1377	35841
259	1381	35807
260	1384	35758
261	1389	35723
262	1393	35697
263	1397	35666
264	1401	35623
265	1407	35625
266	1413	35639
267	1419	35665
268	1425	35679
269	1432	35696
270	1436	35673
271	1440	35635
272	1444	35605
273	1448	35568
274	1452	35530
275	1457	35506
276	1460	35455
277	1464	35411
278	1468	35364
279	1472	35351
280	1478	35343
281	1484	35357
282	1490	35386
283	1496	35392
284	1502	35401
285	1509	35425
286	1514	35414
287	1520	35443
288	1526	35447
289	1531	35433
290	1537	35443
291	1542	35432
292	1548	35443
293	1555	35471
294	1561	35493
295	1568	35532
296	1574	35529
297	1580	35538
298	1587	35570
299	1592	35572
300	1598	35577
301	1605	35614
302	1612	35635
303	1617	35624
304	1622	35611
305	1627	35604
306	1634	35628
307	1640	35652
308	1646	35663
309	1653	35688
310	1658	35670
311	1664	35676
312	1671	35703
313	1676	35707
314	1682	35711
315	1688	35715
316	1694	35722
317	1700	35725
318	1705	35712
319	1710	35699
320	1716	35713
321	1723	35746
322	1730	35767
323	1736	35790
324	1743	35808
325	1750	35831
326	1755	35823
327	1761	35824
328	1766	35827
329	1772	35830
330	1778	35830
331	1784	35840
332	1790	35845
333	1797	35879
334	1804	35911
335	1811	35933
336	1818	35957
337	1825	35976
338	1831	35994
339	1838	36012
340	1845	36040
341	1851	36049
342	1859	36085
343	1866	36111
344	1872	36113
345	1877	36107
346	1882	36094
347	1888	36094
348	1893	36083
349	1898	36063
350	1902	36036
351	1907	36020
352	1911	35992
353	1915	35967
354	1919	35936
355	1923	35906
356	1928	35881
357	1933	35863
358	1937	35835
359	1941	35810
360	1946	35790
361	1950	35769
362	1956	35769
363	1961	35757
364	1966	35754
365	1973	35765
366	1979	35781
367	1985	35788
368	1992	35808
369	2001	35858
370	2009	35911
371	2020	35996
372	2032	36108
373	2044	36219
374	2055	36315
375	2066	36412
376	2077	36500
377	2090	36614
378	2099	36680
379	2109	36748
380	2121	36863
381	2132	36950
382	2142	37021
383	2154	37111
384	2163	37175
385	2172	37224
386	2182	37302
387	2192	37364
388	2201	37419
389	2212	37495
390	2222	37559
391	2232	37629
392	2242	37698
393	2251	37742
394	2259	37784
395	2269	37841
396	2278	37888
397	2288	37956
398	2295	37978
399	2302	37989
400	2308	37991
401	2317	38032
402	2324	38048
403	2331	38069
404	2338	38081
405	2345	38090
406	2354	38144
407	2362	38170
408	2370	38193
409	2377	38218
410	2385	38248
411	2393	38264
412	2401	38300
413	2410	38354
414	2419	38397
415	2428	38430
416	2438	38491
417	2449	38571
418	2461	38665
419	2473	38749
420	2486	38852
421	2504	39043
422	2521	39211
423	2536	39339
424	2550	39461
425	2564	39573
426	2576	39655
427	2588	39749
428	2599	39812
429	2606	39828
430	2613	39828
431	2619	39833
432	2626	39839
433	2632	39826
434	2638	39826
435	2645	39830
436	2651	39828
437	2660	39854
438	2675	39986
439	2681	39979
440	2689	39996
441	2695	39988
442	2702	39995
443	2708	39987
444	2714	39981
445	2721	39996
446	2727	39989
447	2736	40024
448	2742	40006
449	2748	39999
450	2754	40001
451	2760	39984
452	2767	39999
453	2773	39982
454	2780	40000
455	2788	40017
456	2795	40017
457	2802	40035
458	2815	40117
459	2822	40128
460	2830	40142
461	2841	40207
462	2850	40243
463	2857	40253
464	2865	40276
465	2872	40272
466	2881	40308
467	2888	40320
468	2924	40719
469	2985	41475
470	3002	41618
471	3009	41619
472	3067	42334
473	3100	42688
474	3109	42717
475	3117	42732
476	3122	42697
477	3128	42680
478	3133	42657
479	3152	42819
480	3586	48606
481	3655	49426
482	3730	50338
483	3739	50341
484	3743	50290
485	3748	50246
486	3800	50822
487	3909	52174
488	3934	52382
489	3954	52533
490	4033	53471
491	4058	53680
492	4075	53791
493	4091	53880
494	4101	53904
495	4109	53882
496	4115	53844
497	4121	53816
498	4128	53786
499	4136	53774
500	4142	53736
501	4149	53707
502	4155	53677
503	4163	53656
504	4178	53747
505	4198	53887
506	4213	53959
507	4221	53949
508	4228	53924
509	4235	53901
510	4244	53896
511	4253	53904
512	4261	53881
513	4274	53938
514	4288	54003
515	4306	54117
516	4323	54209
517	4336	54260
518	4348	54301
519	4355	54278
520	4361	54237
521	4374	54286
522	4402	54523
523	4467	55211
524	4475	55195
525	4484	55191
526	4491	55169
527	4497	55127
528	4501	55069
529	4508	55041
530	4588	55894
531	4614	56099
532	4622	56086
533	4630	56067
534	4641	56093
535	4650	56083
536	4656	56039
537	4663	56018
538	4677	56066
539	4684	56036
540	4690	55998
541	4696	55964
542	4703	55925
543	4710	55903
544	4716	55862
545	4722	55825
546	4729	55792
547	4735	55754
548	4746	55767
549	4754	55757
550	4761	55731
551	4769	55709
552	4776	55684
553	4782	55647
554	4789	55613
555	4795	55576
556	4801	55536
557	4809	55523
558	4817	55504
559	4825	55490
560	4830	55446
561	4837	55417
562	4843	55379
563	4849	55343
564	4857	55320
565	4865	55303
566	4871	55273
567	4878	55241
568	4889	55266
569	4896	55237
570	4904	55222
571	4911	55190
572	4916	55146
573	4924	55126
574	4930	55090
575	4937	55063
576	4944	55043
577	4952	55023
578	4959	54995
579	4966	54973
580	4979	55015
581	4989	55020
582	4995	54984
583	5002	54960
584	5008	54923
585	5014	54884
586	5026	54910
587	5032	54883
588	5038	54846
589	5044	54809
590	5058	54851
591	5067	54854
592	5075	54835
593	5083	54825
594	5090	54800
595	5100	54805
596	5107	54780
597	5116	54776
598	5123	54752
599	5132	54746
600	5139	54726
601	5149	54726
602	5164	54782
603	5174	54793
604	5182	54775
605	5189	54751
606	5196	54730
607	5205	54726
608	5214	54717
609	5222	54703
610	5230	54689
611	5237	54668
612	5246	54659
613	5253	54644
614	5262	54635
615	5270	54619
616	5280	54624
617	5288	54610
618	5298	54616
619	5305	54590
620	5312	54569
621	5318	54536
622	5324	54499
623	5332	54490
624	5338	54456
625	5348	54457
626	5354	54425
627	5362	54409
628	5367	54370
629	5375	54353
630	5383	54341
631	5392	54332
632	5398	54301
633	5406	54286
634	5412	54251
635	5418	54221
636	5426	54206
637	5433	54182
638	5443	54183
639	5449	54153
640	5457	54138
641	5463	54106
642	5469	54077
643	5476	54049
644	5482	54018
645	5490	54000
646	5498	53991
647	5506	53977
648	5512	53945
649	5520	53927
650	5526	53902
651	5532	53869
652	5543	53876
653	5563	53987
654	5583	54091
655	5597	54127
656	5604	54107
657	5609	54066
658	5613	54009
659	5618	53972
660	5622	53920
661	5627	53877
662	5635	53868
663	5642	53838
664	5650	53826
665	5656	53798
666	5662	53764
667	5670	53748
668	5677	53728
669	5685	53717
670	5693	53703
671	5700	53680
672	5706	53648
673	5718	53670
674	5724	53641
675	5732	53627
676	5739	53601
677	5746	53582
678	5752	53554
679	5760	53539
680	5767	53514
681	5774	53490
682	5782	53477
683	5790	53467
684	5798	53457
685	5804	53426
686	5811	53403
687	5816	53363
688	5821	53325
689	5829	53314
690	5835	53283
691	5843	53264
692	5858	53315
693	5866	53304
694	5872	53275
695	5881	53267
696	5887	53238
697	5896	53236
698	5905	53231
699	5911	53203
700	5917	53171
701	5924	53152
702	5930	53123
703	5936	53092
704	5944	53078
705	5950	53050
706	5958	53039
707	5964	53009
708	5972	52991
709	5978	52962
710	5991	52992
711	5999	52982
712	6006	52959
713	6013	52943
714	6021	52928
715	6027	52900
716	6033	52873
717	6042	52866
718	6050	52852
719	6056	52829
720	6061	52786
721	6066	52747
722	6073	52732
723	6083	52735
724	6094	52747
725	6098	52706
726	6106	52688
727	6111	52649
728	6158	52978
729	6202	53275
730	6214	53293
731	6224	53297
732	6233	53292
733	6241	53281
734	6255	53321
735	6269	53358
736	6306	53592
737	6328	53701
738	6340	53720
739	6356	53771
740	6369	53804
741	6383	53836
742	6395	53856
743	6405	53858
744	6417	53881
745	6428	53896
746	6438	53895
747	6450	53916
748	6487	54139
749	6500	54168
750	6509	54169
751	6517	54152
752	6525	54139
753	6534	54131
754	6544	54135
755	6552	54114
756	6562	54123
757	6570	54110
758	6580	54111
759	6588	54098
760	6603	54140
761	6619	54185
762	6630	54202
763	6638	54181
764	6651	54209
765	6662	54225
766	6674	54236
767	6680	54212
768	6692	54225
769	6701	54220
770	6710	54212
771	6717	54194
772	6726	54188
773	6733	54164
774	6742	54158
775	6749	54135
776	6757	54123
777	6774	54180
778	6783	54175
779	6792	54168
780	6801	54156
781	6815	54189
782	6827	54212
783	6836	54206
784	6845	54194
785	6855	54196
786	6862	54178
787	6873	54182
788	6881	54169
789	6891	54169
790	6899	54155
791	6912	54182
792	6928	54233
793	6939	54236
794	6945	54210
795	6955	54212
796	6962	54185
797	6972	54187
798	6979	54164
799	6995	54212
800	7006	54222
801	7018	54243
802	7024	54211
803	7033	54204
804	7040	54180
805	7049	54173
806	7056	54154
807	7066	54150
808	7072	54126
809	7086	54154
810	7095	54151
811	7109	54180
812	7116	54159
813	7125	54149
814	7132	54131
815	7141	54122
816	7150	54112
817	7157	54092
818	7171	54123
819	7184	54143
820	7196	54165
821	7204	54150
822	7217	54168
823	7231	54204
824	7243	54214
825	7250	54193
826	7260	54193
827	7266	54168
828	7276	54164
829	7283	54144
830	7291	54125
831	7297	54098
832	7305	54083
833	7310	54051
834	7315	54010
835	7321	53979
836	7329	53965
837	7337	53956
838	7343	53928
839	7352	53917
840	7358	53891
841	7364	53862
842	7375	53871
843	7382	53850
844	7389	53828
845	7397	53814
846	7404	53788
847	7412	53775
848	7420	53760
849	7428	53748
850	7435	53723
851	7442	53702
852	7448	53677
853	7456	53659
854	7461	53627
855	7467	53595
856	7474	53580
857	7480	53552
858	7487	53526
859	7495	53517
860	7501	53488
861	7515	53512
862	7521	53489
863	7528	53465
864	7535	53444
865	7543	53432
866	7550	53412
867	7557	53391
868	7564	53367
869	7570	53342
870	7576	53311
871	7582	53289
872	7590	53269
873	7595	53239
874	7602	53219
875	7608	53191
876	7616	53173
877	7627	53185
878	7636	53180
879	7646	53176
880	7654	53162
881	7660	53136
882	7665	53103
883	7674	53094
884	7680	53071
885	7689	53061
886	7695	53035
887	7703	53020
888	7709	52994
889	7716	52976
890	7722	52949
891	7729	52924
892	7737	52911
893	7744	52893
894	7751	52877
895	7758	52852
896	7766	52838
897	7771	52808
898	7783	52825
899	7790	52803
900	7798	52786
901	7804	52764
902	7810	52734
903	7817	52713
904	7823	52692
905	7831	52676
906	7842	52682
907	7849	52663
908	7856	52646
909	7863	52625
910	7870	52607
911	7877	52587
912	7884	52566
913	7890	52542
914	7898	52528
915	7905	52504
916	7913	52492
917	7919	52468
918	7926	52451
919	7938	52460
920	7948	52461
921	7953	52432
922	7961	52416
923	7966	52387
924	7974	52371
925	7980	52349
926	7987	52329
927	7998	52332
928	8006	52320
929	8014	52311
930	8021	52290
931	8029	52277
932	8036	52259
933	8044	52247
934	8051	52224
935	8058	52208
936	8064	52182
937	8070	52156
938	8076	52133
939	8087	52140
940	8094	52119
941	8101	52100
942	8108	52080
943	8114	52056
944	8121	52036
945	8127	52013
946	8133	51989
947	8142	51980
948	8150	51970
949	8159	51964
950	8166	51943
951	8175	51937
952	8182	51917
953	8190	51906
954	8198	51893
955	8206	51882
956	8213	51863
957	8225	51877
958	8231	51851
959	8238	51834
960	8270	51972
961	8274	51937
962	8282	51919
963	8287	51889
964	8290	51850
965	8296	51820
966	8302	51796
967	8306	51761
968	8311	51731
969	8318	51712
970	8325	51691
971	8422	52231
972	8427	52202
973	8433	52179
974	8440	52157
975	8445	52126
976	8449	52090
977	8457	52074
978	8462	52047
979	8468	52023
980	8475	52004
981	8505	52124
982	8512	52108
983	8519	52088
984	8526	52070
985	8533	52051
986	8538	52017
987	8544	51991
988	8552	51978
989	8561	51972
990	8569	51964
991	8581	51970
992	8638	52255
993	8661	52336
994	8681	52394
995	8690	52385
996	8699	52382
997	8709	52379
998	8717	52366
999	8725	52351
1000	8732	52336
1001	8743	52341
1002	8790	52557
1003	8802	52570
1004	8812	52570
1005	8818	52545
1006	8825	52524
1007	8831	52495
1008	8851	52558
1009	8891	52734
1010	8897	52706
1011	8903	52683
1012	8910	52661
1013	8915	52633
1014	8922	52610
1015	8928	52585
1016	8933	52556
1017	8939	52531
1018	8944	52501
1019	8950	52475
1020	8956	52451
1021	8963	52428
1022	8968	52399
1023	8974	52375
1024	8980	52351
1025	8987	52329
1026	8992	52299
1027	8997	52267
1028	9003	52245
1029	9009	52221
1030	9016	52202
1031	9022	52178
1032	9029	52156
1033	9036	52137
1034	9041	52109
1035	9047	52085
1036	9053	52061
1037	9058	52031
1038	9064	52007
1039	9071	51984
1040	9077	51961
1041	9084	51944
1042	9090	51916
1043	9095	51888
1044	9101	51867
1045	9107	51840
1046	9116	51834
1047	9122	51812
1048	9129	51790
1049	9135	51766
1050	9141	51744
1051	9147	51721
1052	9153	51697
1053	9159	51671
1054	9165	51647
1055	9171	51622
1056	9176	51595
1057	9182	51572
1058	9188	51549
1059	9194	51524
1060	9200	51500
1061	9206	51475
1062	9212	51450
1063	9218	51431
1064	9224	51405
1065	9231	51388
1066	9237	51363
1067	9242	51335
1068	9250	51321
1069	9255	51294
1070	9262	51276
1071	9267	51249
1072	9273	51226
1073	9279	51202
1074	9285	51179
1075	9291	51156
1076	9297	51132
1077	9302	51105
1078	9309	51084
1079	9314	51057
1080	9319	51028
1081	9326	51008
1082	9331	50983
1083	9337	50962
1084	9344	50941
1085	9350	50919
1086	9357	50900
1087	9363	50878
1088	9369	50855
1089	9376	50837
1090	9382	50818
1091	9389	50797
1092	9394	50774
1093	9400	50750
1094	9407	50729
1095	9413	50707
1096	9419	50685
1097	9425	50664
1098	9431	50641
1099	9438	50622
1100	9443	50597
1101	9449	50573
1102	9455	50550
1103	9461	50529
1104	9466	50504
1105	9473	50482
1106	9479	50460
1107	9485	50438
1108	9491	50416
1109	9497	50394
1110	9503	50374
1111	9508	50347
1112	9514	50324
1113	9523	50317
1114	9528	50292
1115	9535	50275
1116	9541	50251
1117	9546	50226
1118	9552	50203
1119	9557	50177
1120	9563	50155
1121	9569	50131
1122	9574	50108
1123	9582	50094
1124	9588	50075
1125	9595	50054
1126	9601	50034
1127	9607	50011
1128	9613	49993
1129	9620	49974
1130	9626	49954
1131	9633	49937
1132	9639	49915
1133	9644	49889
1134	9650	49867
1135	9659	49863
1136	9665	49839
1137	9671	49818
1138	9677	49798
1139	9683	49776
1140	9689	49753
1141	9695	49734
1142	9702	49718
1143	9708	49696
1144	9714	49674
1145	9720	49653
1146	9726	49632
1147	9732	49610
1148	9738	49588
1149	9744	49571
1150	9750	49548
1151	9755	49522
1152	9761	49503
1153	9768	49484
1154	9775	49467
1155	9780	49444
1156	9786	49420
1157	9792	49403
1158	9800	49389
1159	9809	49383
1160	9815	49366
1161	9821	49346
1162	9827	49324
1163	9833	49301
1164	9840	49284
1165	9845	49261
1166	9850	49237
1167	9857	49218
1168	9861	49188
1169	9866	49162
1170	9872	49144
1171	9878	49121
1172	9884	49103
1173	9891	49088
1174	9898	49070
1175	9904	49053
1176	9911	49035
1177	9917	49013
1178	9923	48994
1179	9929	48974
1180	9935	48952
1181	9940	48929
1182	9949	48921
1183	9955	48904
1184	9961	48883
1185	9968	48866
1186	9973	48844
1187	9980	48829
1188	9987	48812
1189	9994	48796
1190	10002	48785
1191	10009	48769
1192	10013	48739
1193	10016	48709
1194	10022	48686
1195	10027	48662
1196	10032	48635
1197	10038	48616
1198	10043	48593
1199	10048	48569
1200	10053	48544
1201	10058	48519
1202	10064	48497
1203	10069	48476
1204	10075	48453
1205	10080	48431
1206	10088	48419
1207	10094	48401
1208	10102	48389
1209	10107	48366
1210	10112	48339
1211	10117	48318
1212	10123	48296
1213	10129	48277
1214	10135	48258
1215	10140	48235
1216	10146	48212
1217	10151	48189
1218	10156	48167
1219	10162	48144
1220	10167	48123
1221	10173	48101
1222	10177	48077
1223	10184	48058
1224	10189	48037
1225	10195	48017
1226	10202	48000
1227	10209	47988
1228	10215	47967
1229	10221	47949
1230	10226	47928
1231	10233	47910
1232	10240	47895
1233	10246	47878
1234	10252	47860
1235	10258	47839
1236	10263	47816
1237	10270	47802
1238	10276	47782
1239	10282	47763
1240	10288	47743
1241	10293	47722
1242	10300	47709
1243	10307	47690
1244	10313	47672
1245	10318	47651
1246	10324	47630
1247	10330	47612
1248	10336	47594
1249	10342	47574
1250	10348	47558
1251	10354	47538
1252	10359	47516
1253	10365	47495
1254	10370	47475
1255	10380	47473
1256	10385	47450
1257	10391	47429
1258	10397	47411
1259	10404	47396
1260	10409	47376
1261	10415	47356
1262	10420	47335
1263	10427	47320
1264	10433	47301
1265	10439	47281
1266	10445	47265
1267	10451	47246
1268	10456	47224
1269	10462	47205
1270	10468	47187
1271	10474	47170
1272	10482	47156
1273	10487	47138
1274	10493	47120
1275	10500	47105
1276	10507	47089
1277	10516	47087
1278	10522	47068
1279	10528	47051
1280	10534	47030
1281	10541	47017
1282	10546	46995
1283	10552	46976
1284	10558	46959
1285	10564	46939
1286	10570	46922
1287	10576	46903
1288	10581	46883
1289	10588	46869
1290	10594	46851
1291	10600	46830
1292	10608	46825
1293	10615	46809
1294	10622	46796
1295	10628	46776
1296	10634	46759
1297	10640	46743
1298	10646	46727
1299	10654	46717
1300	10663	46711
1301	10670	46699
1302	10676	46681
1303	10683	46666
1304	10688	46645
1305	10694	46625
1306	10700	46608
1307	10706	46592
1308	10714	46583
1309	10720	46564
1310	10725	46544
1311	10731	46523
1312	10736	46503
1313	10742	46485
1314	10747	46462
1315	10753	46444
1316	10759	46427
1317	10765	46412
1318	10772	46396
1319	10777	46378
1320	10784	46360
1321	10789	46340
1322	10795	46323
1323	10804	46317
1324	10810	46299
1325	10816	46284
1326	10823	46269
1327	10828	46249
1328	10834	46232
1329	10840	46212
1330	10846	46195
1331	10853	46184
1332	10861	46175
1333	10870	46169
1334	10878	46161
1335	10887	46158
1336	10895	46150
1337	10901	46132
1338	10906	46109
1339	10912	46093
1340	10919	46078
1341	10925	46064
1342	10932	46050
1343	10943	46054
1344	10950	46040
1345	10957	46029
1346	10966	46024
1347	10974	46015
1348	10982	46004
1349	10988	45989
1350	10995	45977
1351	11003	45968
1352	11011	45960
1353	11017	45942
1354	11023	45923
1355	11030	45910
1356	11036	45893
1357	11043	45881
1358	11049	45863
1359	11055	45848
1360	11062	45836
1361	11068	45818
1362	11075	45806
1363	11081	45787
1364	11091	45785
1365	11096	45767
1366	11101	45745
1367	11107	45728
1368	11112	45707
1369	11118	45690
1370	11124	45673
1371	11130	45659
1372	11136	45639
1373	11141	45620
1374	11147	45604
1375	11153	45586
1376	11159	45568
1377	11164	45549
1378	11171	45535
1379	11177	45520
1380	11182	45501
1381	11188	45484
1382	11194	45464
1383	11199	45443
1384	11204	45425
1385	11210	45406
1386	11215	45388
1387	11223	45377
1388	11228	45360
1389	11234	45342
1390	11240	45325
1391	11246	45309
1392	11252	45291
1393	11257	45272
1394	11262	45253
1395	11269	45238
1396	11275	45221
1397	11281	45205
1398	11286	45188
1399	11292	45169
1400	11298	45155
1401	11304	45137
1402	11309	45116
1403	11315	45102
1404	11321	45084
1405	11327	45069
1406	11334	45054
1407	11339	45036
1408	11349	45034
1409	11355	45018
1410	11361	45003
1411	11366	44984
1412	11372	44966
1413	11377	44947
1414	11384	44933
1415	11389	44915
1416	11396	44902
1417	11402	44885
1418	11407	44867
1419	11413	44851
1420	11419	44835
1421	11426	44821
1422	11432	44806
1423	11438	44791
1424	11445	44777
1425	11451	44762
1426	11457	44744
1427	11463	44730
1428	11469	44714
1429	11476	44700
1430	11484	44695
1431	11490	44678
1432	11496	44663
1433	11502	44647
1434	11508	44631
1435	11515	44618
1436	11521	44601
1437	11528	44590
1438	11534	44576
1439	11541	44561
1440	11546	44544
1441	11552	44526
1442	11558	44512
1443	11564	44494
1444	11570	44479
1445	11576	44463
1446	11582	44448
1447	11589	44435
1448	11594	44417
1449	11600	44402
1450	11607	44388
1451	11612	44369
1452	11621	44366
1453	11627	44350
1454	11633	44335
1455	11639	44319
1456	11645	44303
1457	11650	44285
1458	11656	44270
1459	11662	44254
1460	11668	44238
1461	11674	44222
1462	11681	44210
1463	11687	44196
1464	11694	44183
1465	11700	44167
1466	11705	44149
1467	11710	44128
1468	11715	44111
1469	11721	44095
1470	11727	44079
1471	11733	44062
1472	11739	44050
1473	11746	44036
1474	11754	44028
1475	11760	44012
1476	11766	43997
1477	11771	43979
1478	11777	43963
1479	11783	43950
1480	11789	43934
1481	11795	43918
1482	11801	43904
1483	11807	43886
1484	11812	43869
1485	11818	43853
1486	11824	43838
1487	11830	43823
1488	11837	43812
1489	11866	43882
1490	11887	43922
1491	11918	43997
1492	11945	44061
1493	11968	44107
1494	11986	44138
1495	11992	44123
1496	12002	44121
1497	12024	44163
1498	12037	44175
1499	12043	44160
1500	12051	44153
1501	12057	44136
1502	12064	44123
1503	12069	44104
1504	12075	44088
1505	12081	44072
1506	12086	44055
1507	12092	44038
1508	12098	44024
1509	12104	44007
1510	12110	43992
1511	12115	43974
1512	12121	43958
1513	12127	43944
1514	12132	43926
1515	12138	43908
1516	12144	43892
1517	12150	43878
1518	12157	43866
1519	12162	43849
1520	12168	43835
1521	12175	43822
1522	12180	43802
1523	12186	43788
1524	12192	43772
1525	12197	43755
1526	12202	43737
1527	12209	43722
1528	12214	43704
1529	12220	43691
1530	12226	43674
1531	12232	43661
1532	12239	43648
1533	12246	43636
1534	12251	43619
1535	12258	43605
1536	12265	43595
1537	12273	43586
1538	12279	43572
1539	12288	43566
1540	12294	43553
1541	12301	43541
1542	12308	43528
1543	12314	43515
1544	12331	43537
1545	12383	43688
1546	12392	43682
1547	12399	43669
1548	12405	43654
1549	12410	43638
1550	12418	43628
1551	12424	43614
1552	12432	43607
1553	12439	43593
1554	12445	43580
1555	12453	43569
1556	12460	43561
1557	12468	43551
1558	12474	43538
1559	12481	43525
1560	12487	43511
1561	12494	43497
1562	12501	43486
1563	12507	43473
1564	12514	43461
1565	12521	43448
1566	12532	43453
1567	12539	43439
1568	12545	43425
1569	12555	43423
1570	12561	43410
1571	12571	43410
1572	12577	43393
1573	12584	43381
1574	12590	43366
1575	12596	43351
1576	12603	43339
1577	12609	43325
1578	12617	43317
1579	12623	43304
1580	12630	43293
1581	12636	43276
1582	12643	43264
1583	12651	43257
1584	12664	43265
1585	12670	43252
1586	12675	43234
1587	12682	43223
1588	12689	43210
1589	12696	43200
1590	12705	43193
1591	12711	43180
1592	12718	43169
1593	12725	43159
1594	12732	43147
1595	12738	43131
1596	12746	43122
1597	12752	43108
1598	12758	43095
1599	12766	43086
1600	12774	43078
1601	12781	43066
1602	12787	43054
1603	12794	43041
1604	12802	43034
1605	12810	43025
1606	12816	43012
1607	12823	42999
1608	12830	42987
1609	12836	42974
1610	12843	42964
1611	12850	42950
1612	12856	42935
1613	12865	42932
1614	12871	42918
1615	12879	42911
1616	12885	42895
1617	12893	42887
1618	12898	42871
1619	12904	42855
1620	12910	42841
1621	12915	42824
1622	12923	42815
1623	12928	42797
1624	12936	42788
1625	12944	42781
1626	12950	42767
1627	12956	42753
1628	12961	42736
1629	12967	42720
1630	12973	42707
1631	12979	42690
1632	12985	42678
1633	12991	42663
1634	12997	42648
1635	13002	42631
1636	13008	42616
1637	13013	42600
1638	13019	42584
1639	13034	42601
1640	13099	42779
1641	13106	42769
1642	13113	42755
1643	13125	42760
1644	13135	42758
1645	13156	42795
1646	13179	42836
1647	13194	42848
1648	13207	42856
1649	13258	42990
1650	13310	43123
1651	13316	43108
1652	13325	43104
1653	13331	43089
1654	13345	43100
1655	13435	43355
1656	13440	43337
1657	13446	43325
1658	13451	43304
1659	13473	43341
1660	13506	43413
1661	13524	43439
1662	13532	43428
1663	13541	43424
1664	13549	43415
1665	13556	43404
1666	13563	43393
1667	13571	43382
1668	13577	43367
1669	13584	43357
1670	13592	43349
1671	13600	43339
1672	13608	43329
1673	13614	43317
1674	13624	43313
1675	13631	43301
1676	13639	43294
1677	13646	43282
1678	13660	43292
1679	13667	43279
1680	13673	43266
1681	13681	43257
1682	13687	43242
