iter	MAE
184	0.04105647162
185	0.04088393659
186	0.04074765092
187	0.04061552005
188	0.04049323129
189	0.0403522443
190	0.04017830797
191	0.04004259411
192	0.03987919049
193	0.03979471417
194	0.03968354934
195	0.03951566028
196	0.03930156021
197	0.03919629693
198	0.03905357355
199	0.03892256959
200	0.03885154751
201	0.03869816006
202	0.03855456817
203	0.03844521242
204	0.03823021305
205	0.03807973008
206	0.03796631628
207	0.03783633168
208	0.03773179103
209	0.03754378929
210	0.03745887821
211	0.0373632355
212	0.03727237974
213	0.03714139704
214	0.03701721935
215	0.03690170667
216	0.03679088323
217	0.03658887051
218	0.03644892818
219	0.03634444771
220	0.03626451056
221	0.03609890848
222	0.03600200535
223	0.03588189073
224	0.03573879434
225	0.03568257044
226	0.03562421522
227	0.03546385897
228	0.03537458835
229	0.03530162209
230	0.03525581
231	0.03519956214
232	0.03510512857
233	0.03506308891
234	0.03490084197
235	0.0347491402
236	0.03460995512
237	0.03455608712
238	0.03435359031
239	0.03429436095
240	0.03414652348
241	0.03408417529
242	0.034007527
243	0.0339315018
244	0.03382213757
245	0.03373764695
246	0.03365201278
247	0.03358358934
248	0.03351101837
249	0.03339293796
250	0.03328171054
251	0.03322146845
252	0.03317375257
253	0.03312677594
254	0.03306275564
255	0.03295773274
256	0.03286277116
257	0.0327942122
258	0.03271627252
259	0.03265877892
260	0.03260760503
261	0.03251896646
262	0.0324163757
263	0.03233583047
264	0.03223567351
265	0.0321503678
266	0.03210404378
267	0.0320603853
268	0.03199997916
269	0.03194515702
270	0.03189523136
271	0.03183484732
272	0.03174080272
273	0.03163337493
274	0.03157074556
275	0.0315156694
276	0.03141762639
277	0.03133191244
278	0.03124954158
279	0.03116264194
280	0.03107953824
281	0.03103144682
282	0.03095712477
283	0.03087947346
284	0.0308457158
285	0.03079818574
286	0.03074432741
287	0.03068449228
288	0.03062102571
289	0.03055402473
290	0.03041945903
291	0.03036642301
292	0.03032716063
293	0.03028832368
294	0.03025862613
295	0.03020689372
296	0.03017529498
297	0.03013121724
298	0.03009200644
299	0.03003750479
300	0.0299797304
301	0.02990474398
302	0.02987782092
303	0.0297511833
304	0.02968132984
305	0.02955542404
306	0.02944835082
307	0.02939260663
308	0.02935181372
309	0.02932428224
310	0.02926039247
311	0.02922627531
312	0.02919354013
313	0.02911761483
314	0.02906572597
315	0.02903744136
316	0.02898544417
317	0.02894624144
318	0.02890918226
319	0.02887639211
320	0.02881782671
321	0.02875651278
322	0.02872051497
323	0.02866713033
324	0.02862996337
325	0.02857896247
326	0.02855851912
327	0.02853706207
328	0.02849388157
329	0.0284345643
330	0.02839269859
331	0.02835728854
332	0.02832439278
333	0.02827841575
334	0.02823829512
335	0.02819226119
336	0.02816019114
337	0.02813975911
338	0.02811191429
339	0.02808702609
340	0.02806415814
341	0.02802525969
342	0.02799177047
343	0.02797268479
344	0.02793481308
345	0.0278521189
346	0.02782492709
347	0.02779291563
348	0.02776034465
349	0.0277386203
350	0.02765442513
351	0.02763415754
352	0.02760969702
353	0.02758667077
354	0.02751246098
355	0.02747574287
356	0.02737700443
357	0.02734270687
358	0.02732043519
359	0.02730437846
360	0.02727730911
361	0.02724261878
362	0.02719597673
363	0.02716884948
364	0.02715436022
365	0.02711052385
366	0.02706875082
367	0.02705144531
368	0.0270050276
369	0.02697803063
370	0.02693396421
371	0.02690119289
372	0.02688060517
373	0.02685377128
374	0.02684107995
375	0.0267998141
376	0.02678155979
377	0.02676486524
378	0.02674376709
379	0.02670836071
380	0.02669292763
381	0.026623764
382	0.02660784443
383	0.02658349494
384	0.02656479433
385	0.02652319247
386	0.02649515974
387	0.02648096553
388	0.02646651673
389	0.02644958126
390	0.02639480867
391	0.02637249065
392	0.02634704631
393	0.02628317101
394	0.02622506316
395	0.02618399866
396	0.02615346581
397	0.0261044704
398	0.02605613674
399	0.02601530755
400	0.02594532027
401	0.02593051319
402	0.02588399665
403	0.02584555732
404	0.0258235548
405	0.02579779569
406	0.02577797662
407	0.02575346942
408	0.02573333012
409	0.02568384473
410	0.02566266525
411	0.02560272467
412	0.02557399498
413	0.02553808713
414	0.02549343864
415	0.02548518705
416	0.02546959255
417	0.02541578079
418	0.02537402615
419	0.02533309961
420	0.02532316458
421	0.02530415024
422	0.02527673289
423	0.02525889188
424	0.02523293617
425	0.02516195392
426	0.02512783742
427	0.02509331525
428	0.02507612075
429	0.02505263399
430	0.02502313572
431	0.02498926676
432	0.024970209
433	0.02495244212
434	0.02493562626
435	0.02488266305
436	0.02486128281
437	0.02476753902
438	0.02473311514
439	0.02472050837
440	0.02470749829
441	0.02469215279
442	0.02468028611
443	0.02465848597
444	0.02463767556
445	0.02462816157
446	0.0245994369
447	0.02458001426
448	0.0245660294
449	0.02451934586
450	0.02444635467
451	0.02441994999
452	0.0243872552
453	0.02436923119
454	0.02434058331
455	0.02432691987
456	0.02431989979
457	0.0243065419
458	0.02427358213
459	0.02426111803
460	0.0242386453
461	0.02422564097
462	0.02420867807
463	0.02419903179
464	0.02416120012
465	0.0241521775
466	0.02412118663
467	0.02406488166
468	0.0240416152
469	0.02401566004
470	0.02395576992
471	0.02392171017
472	0.02391190586
473	0.02389731499
474	0.02387814947
475	0.02386177617
476	0.0238448268
477	0.0237811791
478	0.02375498499
479	0.02372394053
480	0.0237106324
481	0.02369310908
482	0.02363821055
483	0.02361143409
484	0.02358275986
485	0.02357111684
486	0.02355576669
487	0.02353307041
488	0.0235155898
489	0.02348914339
490	0.02346538117
491	0.02342150148
492	0.02339239016
493	0.02337263455
494	0.0233523883
495	0.02333862343
496	0.02331665958
497	0.0232729946
498	0.02325684668
499	0.02324224017
500	0.02322703436
501	0.02318866089
502	0.02316276072
503	0.02313158636
504	0.02311047241
505	0.023085035
506	0.02306711685
507	0.02305826219
508	0.02304666552
509	0.02302826582
510	0.02301378904
511	0.0229875833
512	0.02291938903
513	0.02289174338
514	0.02287759823
515	0.02286500881
516	0.02285356388
517	0.02283267342
518	0.02282184557
519	0.02279575635
520	0.0227752419
521	0.02276502511
522	0.02274480441
523	0.02273606122
524	0.0227170416
525	0.02269212181
526	0.02268312297
527	0.02267018122
528	0.02266068912
529	0.02263413658
530	0.02258287276
531	0.0225572385
532	0.02251218562
533	0.02250144888
534	0.02245024048
535	0.02241544283
536	0.02239522355
537	0.02237571736
538	0.02235122313
539	0.02233925573
540	0.02232906159
541	0.02232092544
542	0.02231032671
543	0.02227643399
544	0.02226929146
545	0.02226060515
546	0.02224205459
547	0.0222035727
548	0.02218756346
549	0.02212797906
550	0.02210738062
551	0.02209659501
552	0.02203984141
553	0.02202475076
554	0.02201966469
555	0.02200409001
556	0.02199565928
557	0.02196447222
558	0.02192188313
559	0.0219159719
560	0.02190621163
561	0.02188430588
562	0.02186300409
563	0.02181913435
564	0.02179693522
565	0.02176618444
566	0.02174492749
567	0.02172576786
568	0.02169470371
569	0.02166900172
570	0.02166141883
571	0.02164802993
572	0.0216089322
573	0.02158404054
574	0.02155877675
575	0.02153440637
576	0.02151720539
577	0.02150367516
578	0.02148692481
579	0.02147291181
580	0.02145316533
581	0.02143285823
582	0.02141134662
583	0.02139329468
584	0.02138787303
585	0.02137354749
586	0.02136809589
587	0.02131919689
588	0.02131126386
589	0.02129898793
590	0.02129421116
591	0.02128432433
592	0.02126850716
593	0.02125261651
594	0.02124091307
595	0.02122924887
596	0.02121784167
597	0.02121059229
598	0.02119107645
599	0.02117482704
600	0.02115541213
601	0.0211347735
602	0.02112313208
603	0.02110488642
604	0.02109100198
605	0.02108260064
606	0.02107251256
607	0.0210646461
608	0.02104070774
609	0.02101997073
610	0.02101533341
611	0.02100847356
612	0.02099789606
613	0.02098186699
614	0.02097133358
615	0.02096227895
616	0.02094419421
617	0.02092045549
618	0.0209126831
619	0.02087432948
620	0.02086691956
621	0.02084733371
622	0.0208386325
623	0.02082843461
624	0.02080505945
625	0.02078892323
626	0.02077518814
627	0.02076799904
628	0.02075681867
629	0.02074446742
630	0.02072684859
631	0.02070886873
632	0.02069424232
633	0.02067906123
634	0.02067058073
635	0.0206295307
636	0.02061124733
637	0.02060032965
638	0.02057529146
639	0.02056458646
640	0.02054212662
641	0.02053146215
642	0.02051728176
643	0.02050955842
644	0.02049134666
645	0.02048188901
646	0.0204720335
647	0.02046546429
648	0.02045763975
649	0.02043986399
650	0.02043327155
651	0.02041772704
652	0.02040832683
653	0.02039592346
654	0.02038412681
655	0.02036507885
656	0.02035551061
657	0.02033658975
658	0.02031690862
659	0.02029818042
660	0.02029311517
661	0.02027872302
662	0.02026925792
663	0.02023981271
664	0.02022721706
665	0.02020767411
666	0.02018728837
667	0.02017235653
668	0.02015360583
669	0.02013717255
670	0.02012044353
671	0.02011566256
672	0.02011265059
673	0.02010843367
674	0.02010551773
675	0.02008105556
676	0.02006948936
677	0.02005871129
678	0.02004119016
679	0.02002522288
680	0.02000707214
681	0.020003877
682	0.01999324445
683	0.01996729546
684	0.01995145192
685	0.01994564895
686	0.01992948004
687	0.01991343217
688	0.01989598687
689	0.01987635678
690	0.01985261056
691	0.01983738386
692	0.01982375415
693	0.01980806349
694	0.0197986286
695	0.01979348545
696	0.01978594987
697	0.01977968957
698	0.01974308095
699	0.01972874526
700	0.01972265764
701	0.0197163836
702	0.01970189204
703	0.01969484768
704	0.0196726577
705	0.0196559925
706	0.01964125164
707	0.01962510216
708	0.01961176249
709	0.01959674061
710	0.01957847884
711	0.01955868665
712	0.01954164017
713	0.019525707
714	0.0195119749
715	0.01949462643
716	0.01947775476
717	0.01947442447
718	0.0194669603
719	0.01945283138
720	0.01944509387
721	0.01942932707
722	0.01941353336
723	0.0193807786
724	0.01937352426
725	0.01935947115
726	0.01934811478
727	0.01933775698
728	0.01933078663
729	0.01931632518
730	0.01929885143
731	0.01928572649
732	0.01926824879
733	0.01925498216
734	0.01924427052
735	0.01922938831
736	0.01922207648
737	0.01920940602
738	0.01919765968
739	0.01918129413
740	0.01916688965
741	0.0191588246
742	0.01915450625
743	0.01913799685
744	0.0191319596
745	0.0191173868
746	0.01910327491
747	0.01909336181
748	0.01906615929
749	0.01905448757
750	0.01904953953
751	0.01903769286
752	0.01900774096
753	0.01899934411
754	0.01898874119
755	0.01897405072
756	0.01896266813
757	0.01895130115
758	0.01894051437
759	0.01893575375
760	0.01892482124
761	0.01891994383
762	0.01891375365
763	0.01890127261
764	0.01889528087
765	0.01888340274
766	0.01886463925
767	0.01885050377
768	0.01884398307
769	0.01883550855
770	0.01882414322
771	0.01881877454
772	0.01880467131
773	0.01879347417
774	0.01878068765
775	0.01877309737
776	0.01876297156
777	0.01875616347
778	0.01874320602
779	0.01873353712
780	0.01872807144
781	0.01872202004
782	0.01871127874
783	0.01870339375
784	0.01869775973
785	0.01868362802
786	0.01867114042
787	0.01865409379
788	0.01864824701
789	0.01864188804
790	0.01863319787
791	0.01862577016
792	0.01861994459
793	0.01861103466
794	0.01859324417
795	0.01858319368
796	0.01857284859
797	0.01854124783
798	0.01853223102
799	0.01852187512
800	0.01850941933
801	0.01850429424
802	0.01849604387
803	0.01848583937
804	0.01848264438
805	0.01847376022
806	0.01846020336
807	0.01843953754
808	0.01843631823
809	0.01842817692
810	0.01842400644
811	0.01842047288
812	0.01840771076
813	0.01840436071
814	0.01839975639
815	0.0183837021
816	0.01837219185
817	0.0183460154
818	0.0183253557
819	0.0183173747
820	0.01830379467
821	0.01829919884
822	0.0182876812
823	0.01828334551
824	0.01827259496
825	0.01825082608
826	0.01824244009
827	0.01823715901
828	0.01822483694
829	0.01821654412
830	0.01821395776
831	0.01820696856
832	0.01819523143
833	0.01818459903
834	0.01817956402
835	0.01816984925
836	0.0181505763
837	0.01814099357
838	0.01813596099
839	0.01811815987
840	0.01811343913
841	0.01810264288
842	0.01809401455
843	0.01808431335
844	0.01806813943
845	0.01804870588
846	0.01803921226
847	0.01803248959
848	0.01802527542
849	0.01801617116
850	0.01799677067
851	0.01798446695
852	0.01797222061
853	0.01796131043
854	0.01795051107
855	0.01794003281
856	0.01792949487
857	0.01791978507
858	0.01790947146
859	0.01789874567
860	0.01789224037
861	0.01788353281
862	0.01787912921
863	0.01787050733
864	0.01785710971
865	0.01784728662
866	0.01784255816
867	0.01783777286
868	0.01781912471
869	0.01781322871
870	0.01780428487
871	0.01779869682
872	0.01778976249
873	0.01778695579
874	0.01777803951
875	0.01777519789
876	0.0177626874
877	0.01775738656
878	0.01774846162
879	0.01773224053
880	0.01772957649
881	0.01772784252
882	0.01771938277
883	0.01771017753
884	0.01770420893
885	0.01769530497
886	0.01768781037
887	0.01768105089
888	0.01767626553
889	0.01766947091
890	0.01766572924
891	0.01765127939
892	0.01764330608
893	0.01763499965
894	0.01763103336
895	0.01762664482
896	0.01762021847
897	0.01760977967
898	0.0175899113
899	0.01758423845
900	0.01756618363
901	0.01755983623
902	0.01755230219
903	0.01755038178
904	0.01754515814
905	0.01752840439
906	0.01752128794
907	0.01751178837
908	0.01750824364
909	0.0174953986
910	0.01748788727
911	0.01747349818
912	0.01746348108
913	0.0174579259
914	0.01745170753
915	0.01744295958
916	0.01743774207
917	0.01742417669
918	0.01740889543
919	0.01739997654
920	0.01739306493
921	0.01738966157
922	0.0173839017
923	0.01737354948
924	0.01736559683
925	0.01735638145
926	0.01734665833
927	0.01733931767
928	0.01733449402
929	0.01732657507
930	0.01732297861
931	0.01731596678
932	0.0173140828
933	0.01731040772
934	0.01730641032
935	0.01730140713
936	0.01729261628
937	0.01728212965
938	0.01727352734
939	0.01726825487
940	0.01726488681
941	0.01725992902
942	0.01725795573
943	0.01725224124
944	0.01723902239
945	0.01722897892
946	0.01722155391
947	0.01721271571
948	0.01720724169
949	0.01719778042
950	0.01719472786
951	0.01718679018
952	0.01718263042
953	0.01717835159
954	0.01717217499
955	0.017166614
956	0.0171582745
957	0.01715067651
958	0.01714422897
959	0.01713892505
960	0.01713253308
961	0.0171271467
962	0.01711827767
963	0.01711174793
964	0.0171073801
965	0.01710129971
966	0.01709652577
967	0.01709255498
968	0.01708530015
969	0.01707605478
970	0.01706762201
971	0.01706366205
972	0.01705894892
973	0.01705343581
974	0.01704599429
975	0.01704045608
976	0.01703036462
977	0.0170280922
978	0.01702411457
979	0.01701849268
980	0.01701442319
981	0.01701074236
982	0.01699934494
983	0.01699095035
984	0.01698274247
985	0.01697377893
986	0.01696671273
987	0.01695141935
988	0.01694024913
989	0.01693052199
990	0.01692316742
991	0.01691803611
992	0.01691012233
993	0.01690694285
994	0.01690298492
995	0.01689527496
996	0.01689236376
997	0.01688969137
998	0.0168799323
999	0.01687574583
1000	0.01687341228
1001	0.01686512792
1002	0.01685892073
1003	0.01684343043
1004	0.01683592487
1005	0.01682652863
1006	0.01682108482
1007	0.01681060328
1008	0.01680755353
1009	0.016799069
1010	0.0167948518
1011	0.01678636982
1012	0.01677991823
1013	0.01677139259
1014	0.0167653627
1015	0.01675729967
1016	0.01675130329
1017	0.01674740288
1018	0.01674150479
1019	0.01672953615
1020	0.01672374884
1021	0.01672114475
1022	0.01671203486
1023	0.01670562911
1024	0.01669673542
1025	0.01669090418
1026	0.01668759971
1027	0.01668381306
1028	0.01667216424
1029	0.01665851149
1030	0.01664502706
1031	0.01664158798
1032	0.0166371102
1033	0.01663075817
1034	0.01662824527
1035	0.0166200588
1036	0.01661375486
1037	0.01660114551
1038	0.01659095349
1039	0.01658567771
1040	0.01658116083
1041	0.01657412718
1042	0.01657090542
1043	0.01655970823
1044	0.01655279247
1045	0.01654125611
1046	0.01653553111
1047	0.01652780986
1048	0.01651948768
1049	0.01651272432
1050	0.01650319397
1051	0.01649728045
1052	0.01648889621
1053	0.01647642694
1054	0.0164712064
1055	0.01646632509
1056	0.01646085578
1057	0.01645366965
1058	0.01644626737
1059	0.01643792523
1060	0.01643405642
1061	0.01642858389
1062	0.01642538645
1063	0.01641692451
1064	0.0164124804
1065	0.01640125518
1066	0.01639350792
1067	0.01639155471
1068	0.01637999688
1069	0.01637102605
1070	0.01636422591
1071	0.01635966231
1072	0.01635742441
1073	0.01635440758
1074	0.01635175368
1075	0.01634774118
1076	0.01633841588
1077	0.01633378569
1078	0.01632336234
1079	0.01631803115
1080	0.01631387214
1081	0.0163066448
1082	0.01628956417
1083	0.0162820078
1084	0.01628028428
1085	0.01627587396
1086	0.01627219438
1087	0.01626211797
1088	0.01625571989
1089	0.01624685707
1090	0.01624095786
1091	0.01623723202
1092	0.01623298512
1093	0.01622859574
1094	0.01621895273
1095	0.01621121574
1096	0.01620544133
1097	0.01620039509
1098	0.01619419532
1099	0.01618623405
1100	0.0161816188
1101	0.01617930805
1102	0.01617426987
1103	0.01616885481
1104	0.01616469979
1105	0.01615820206
1106	0.01614848237
1107	0.0161447511
1108	0.01614140468
1109	0.01613912775
1110	0.0161363646
1111	0.0161315577
1112	0.01612546283
1113	0.01612191113
1114	0.01611812339
1115	0.01611361027
1116	0.01610912478
1117	0.0161037607
1118	0.01610146545
1119	0.01609536598
1120	0.016093141
1121	0.01608687387
1122	0.01608050505
1123	0.0160753136
1124	0.01606850008
1125	0.01606699002
1126	0.01606258304
1127	0.01605764416
1128	0.0160499726
1129	0.0160456438
1130	0.01603881284
1131	0.01603514356
1132	0.01603096408
1133	0.01602477934
1134	0.01602017577
1135	0.01601640521
1136	0.01600969929
1137	0.01599727819
1138	0.01598552275
1139	0.01597956157
1140	0.01597515253
1141	0.01597266131
1142	0.01596729355
1143	0.01596311946
1144	0.01596079134
1145	0.01595485857
1146	0.01595051457
1147	0.01594392714
1148	0.01593566087
1149	0.01593247515
1150	0.01592667024
1151	0.01592309998
1152	0.01591872501
1153	0.01591222775
1154	0.01590845264
1155	0.01590274246
1156	0.01589902349
1157	0.01589488086
1158	0.01588963571
1159	0.0158870984
1160	0.0158826716
1161	0.01587621004
1162	0.01586848236
1163	0.01586093955
1164	0.01585666023
1165	0.0158535664
1166	0.01585079939
1167	0.0158489216
1168	0.01584031892
1169	0.0158323952
1170	0.01582125814
1171	0.01581662132
1172	0.01581006282
1173	0.01580387457
1174	0.01580075912
1175	0.0157927943
1176	0.01578684478
1177	0.01578217599
1178	0.01576827805
1179	0.0157605436
1180	0.01575424821
1181	0.0157507707
1182	0.01574621873
1183	0.01573421814
1184	0.01572441686
1185	0.01571798401
1186	0.01571264423
1187	0.01571028094
1188	0.01570382795
1189	0.01570062178
1190	0.01569525109
1191	0.01569098417
1192	0.01568918059
1193	0.01568003892
1194	0.01567252136
1195	0.01565843111
1196	0.01565462195
1197	0.01565045618
1198	0.01564650508
1199	0.01564409914
1200	0.01563706562
1201	0.01562989744
1202	0.01562589719
1203	0.01562008006
1204	0.01561598151
1205	0.01560886404
1206	0.01560388792
1207	0.01558731323
1208	0.01558138694
1209	0.0155787482
1210	0.0155749375
1211	0.01556844706
1212	0.01556449446
1213	0.01556265668
1214	0.01555880601
1215	0.01555622351
1216	0.01555460953
1217	0.01555090458
1218	0.01554763057
1219	0.01554334488
1220	0.01554202797
1221	0.01553971615
1222	0.01553746609
1223	0.01553355387
1224	0.01551672446
1225	0.01551245099
1226	0.01550874092
1227	0.01550379795
1228	0.01549619708
1229	0.01548976049
1230	0.01548543001
1231	0.01548378242
1232	0.015480783
1233	0.01547739772
1234	0.01547333793
1235	0.0154694597
1236	0.01546135759
1237	0.01545771053
1238	0.01545513441
1239	0.01545123883
1240	0.01544785899
1241	0.01544516469
1242	0.01544236099
1243	0.015431368
1244	0.01542393665
1245	0.01542090688
1246	0.01541522676
1247	0.01541299553
1248	0.01540681437
1249	0.0154044491
1250	0.01540315509
1251	0.01540067719
1252	0.01539081933
1253	0.01538483209
1254	0.01537860847
1255	0.01537597547
1256	0.01537235115
1257	0.01537033992
1258	0.01536780709
1259	0.01536204674
1260	0.015355746
1261	0.01534970987
1262	0.01534113579
1263	0.01533872061
1264	0.01533379821
1265	0.01532532858
1266	0.01532288586
1267	0.01532041288
1268	0.01531738275
1269	0.01531275687
1270	0.01531081893
1271	0.01530623889
1272	0.01530200211
1273	0.0152933792
1274	0.01529131058
1275	0.01528947344
1276	0.0152831528
1277	0.01528112948
1278	0.01527843424
1279	0.01527211418
1280	0.01526650519
1281	0.01526447191
1282	0.01526071814
1283	0.01525765451
1284	0.01525213469
1285	0.01524945279
1286	0.0152437819
1287	0.01523978811
1288	0.01523826039
1289	0.01523361559
1290	0.01523123269
1291	0.01522715916
1292	0.01522453203
1293	0.01522297326
1294	0.0152205157
1295	0.01520959853
1296	0.01520673496
1297	0.01520160676
1298	0.01519317754
1299	0.01518574042
1300	0.01518278926
1301	0.01517913157
1302	0.01517255141
1303	0.01516781173
1304	0.01516268023
1305	0.01515922661
1306	0.01515379496
1307	0.01514926577
1308	0.01514670511
1309	0.01514231092
1310	0.01513857726
1311	0.01513458976
1312	0.01513206616
1313	0.01513071202
1314	0.01512646395
1315	0.01512469692
1316	0.01511849774
1317	0.01511584614
1318	0.01511334281
1319	0.01510979097
1320	0.01510366979
1321	0.01509573778
1322	0.01509045059
1323	0.01508550681
1324	0.0150795135
1325	0.01507565314
1326	0.0150683018
1327	0.01506573259
1328	0.01506221376
1329	0.01505887354
1330	0.01505348484
1331	0.01504866503
1332	0.01504645194
1333	0.01504143611
1334	0.01503668378
1335	0.01503457565
1336	0.01503067477
1337	0.01502193747
1338	0.01500979111
1339	0.01500065694
1340	0.01499791095
1341	0.01499550196
1342	0.01499090754
1343	0.01498790079
1344	0.01497578021
1345	0.01497066061
1346	0.0149667449
1347	0.01496014653
1348	0.01495750588
1349	0.01495339981
1350	0.01495069417
1351	0.01494636217
1352	0.01494256146
1353	0.01493809458
1354	0.0149360057
1355	0.01492965557
1356	0.01492774304
1357	0.01492572553
1358	0.01492128256
1359	0.01491774778
1360	0.01491402972
1361	0.01490678711
1362	0.01489365838
1363	0.01488717417
1364	0.01488371824
1365	0.01487972147
1366	0.01487456555
1367	0.01487076346
1368	0.01486886156
1369	0.01486469473
1370	0.01485695235
1371	0.01485124239
1372	0.01484648328
1373	0.014843969
1374	0.0148411512
1375	0.01483944589
1376	0.01483621436
1377	0.01483075058
1378	0.01482813151
1379	0.01482650448
1380	0.01482199165
1381	0.01482049905
1382	0.01481686125
1383	0.01481334095
1384	0.01481207277
1385	0.01480889227
1386	0.01480386019
1387	0.01480073509
1388	0.01479705296
1389	0.01479448243
1390	0.01479165418
1391	0.01478934364
1392	0.01478613376
1393	0.01478448054
1394	0.01477743011
1395	0.01477336268
1396	0.01476868046
1397	0.01476393098
1398	0.01476180179
1399	0.01475837275
1400	0.01475637097
1401	0.01475184599
1402	0.01475002861
1403	0.01474834064
1404	0.01474633556
1405	0.01474250047
1406	0.01473918698
1407	0.01473394306
1408	0.01473129728
1409	0.01472935847
1410	0.01472806079
1411	0.01472504007
1412	0.01472270688
1413	0.0147219699
1414	0.01471954856
1415	0.01471422876
1416	0.01471017576
1417	0.0147059005
1418	0.01470266633
1419	0.0146991864
1420	0.01469587086
1421	0.01468114562
1422	0.01467320824
1423	0.01467120585
1424	0.01466541501
1425	0.01466171116
1426	0.014660221
1427	0.01465629136
1428	0.01465361341
1429	0.01464924637
1430	0.01463544729
1431	0.01463039299
1432	0.0146285168
1433	0.01462229503
1434	0.01461961279
1435	0.01461230285
1436	0.01461028583
1437	0.01460553962
1438	0.01460002235
1439	0.01459749488
1440	0.01459505659
1441	0.01458655617
1442	0.01458428035
1443	0.01458292678
1444	0.01458083953
1445	0.01457769072
1446	0.01457133084
1447	0.01456152672
1448	0.0145535107
1449	0.01454763524
1450	0.01454523627
1451	0.01454334421
1452	0.01453930181
1453	0.01453728199
1454	0.01453339505
1455	0.01452425076
1456	0.01452256144
1457	0.01452131403
1458	0.01451838771
1459	0.01451319689
1460	0.01450652219
1461	0.01450583507
1462	0.01450437172
1463	0.01449790293
1464	0.01449366975
1465	0.01448985132
1466	0.01448671549
1467	0.01448424445
1468	0.01448183568
1469	0.01447679568
1470	0.01447516521
1471	0.01447126511
1472	0.01446722654
1473	0.01446586875
1474	0.01445943434
1475	0.01445344313
1476	0.01444853098
1477	0.01444299565
1478	0.01443965078
1479	0.01443623559
1480	0.01442893039
1481	0.01442589577
1482	0.0144203527
1483	0.01441712757
1484	0.01441266779
1485	0.01440846962
1486	0.01440324037
1487	0.01439934327
1488	0.01439617295
1489	0.01439038253
1490	0.01438758503
1491	0.01438256912
1492	0.014377984
1493	0.01437552633
1494	0.01437088663
1495	0.01436785296
1496	0.01436382626
1497	0.01435959405
1498	0.01434736259
1499	0.01434372017
