lag_7,lag_14,rolling_mean_7,rolling_std_7,growth_rate_7,month,week_of_year,day_of_week,district_encoded,district_volatility,state_avg,pct_of_state,is_weekend,is_month_end
0.026081974603753486,7.070286434313705e-05,0.008983232202858413,0.003719934848824548,-0.011928520792322584,-0.000228921503550153,0.0007785546954194159,0.0005331447891054838,0.002736730880450761,0.0005904458693908004,0.08010846181674933,0.9477009521717867,-0.00029410703108054243,-1.681026555174081e-05
0.008535873330805145,-0.0021074832676891125,0.0076948354837320316,0.0034857437162772956,0.019827526943341885,-0.0002752936763000742,9.34602493352209e-05,0.0017431018988061102,0.002925021525481125,0.001159487798546134,1.224758118745477,0.5548245029082622,-6.36458943834528e-05,1.9894500972302294e-06
0.010710450507929924,0.0005004516875197109,0.00792912425415994,0.003915443526945971,0.001607324029164082,-0.0003011555985986977,-0.00014270072274754448,-0.0010135454809701912,0.0025005895003926363,0.0006041061911279367,0.18712729636097059,0.6380189622449607,0.0001122538328125051,-2.4377925058344403e-05
0.007912015294975695,-0.00019635245803117593,0.006854517737362134,0.0025443652174454517,-0.03984277364357289,-0.00018456816297355853,-0.00014746914532665144,-0.0007096103422896183,0.00234034340708058,0.0006636146341500846,-2.2218843519013407,0.09947300058081765,8.982591364955865e-05,0.00020448397502519848
0.00413590275580979,-1.4726831034097488e-05,0.008158646329167215,0.0031828241155484375,0.016076818958056908,-0.00025544043323590256,0.00020230726423732897,-0.00014958326165690614,0.0025195478092951058,0.0013768369619146562,0.41398572180522664,0.8074290969485147,0.000116117489624678,-1.458355760439489e-05
0.0290185304635614,-0.0004530806144152932,0.008752087923129669,0.0038120637315465053,-0.02539254736923875,-0.0002477290762188175,0.00038510543754530766,-0.0002541404599057827,0.0022710439493220246,0.00018864293631341551,0.17946393851194037,0.5096101900846848,0.00011557922519970835,-1.323010370866904e-05
0.012377725513958503,6.692112498775646e-05,0.00823048443586977,0.0033640865724208404,0.002150960354615868,-0.0002921727905293125,0.0003819013448478377,0.0010750355982841735,0.0026647316856557965,0.0013496733874627143,0.49843614852722934,0.5269531311319664,0.0003117539103232597,-5.30883610059357e-05
0.013337586465133668,1.1470603963854566e-05,0.008840220623687398,0.0030950401041425148,0.008376789340086524,-0.00015182890128371228,0.0004393036760020149,0.0010896944080412505,0.0027585132802114896,0.000879001984018264,0.288959054897614,0.9145362768230131,-0.0002804685733896173,-2.6452199489104747e-05
0.027242678738584887,0.00012192398723128188,0.008904618713436363,0.004537972344966925,-0.024871893905024534,-0.00020198315349993085,0.000704170188071563,0.00018782735883131766,0.0028911633752658006,0.0009442220095122907,0.3659961634964807,0.13531757779699347,-0.0002858936882197713,-2.8316089332894185e-05
0.008718039995388309,0.000150085298116626,0.007906697357238441,0.0033110845540027865,0.01042388406057316,-0.0002715884948871567,0.00018696518829920022,-0.0015249082539137598,0.002810262042925551,0.0012471242276202144,0.5767141463508432,0.6809475742382187,0.000116117489624678,-8.96170938117911e-05
-0.027097267573083086,-9.417240304358518e-05,0.007522083116976843,0.0019785958480116406,0.03723139719697101,-0.00016620076656852242,0.0005161090148949699,-0.001825584707599987,0.002928798475373153,0.0009845947367821658,0.20400564270448168,0.5003647107952434,0.00011452778017293294,-2.1614977974382558e-05
